Sample	Month	Day	Year	Season	Temperature
93	3	30	2012	2	29.615
94	3	30	2012	2	29.615
95	3	30	2012	2	29.603
96	3	30	2012	2	29.59
1	3	31	2012	2	NA
2	3	31	2012	2	NA
3	3	31	2012	2	NA
4	3	31	2012	2	NA
5	3	31	2012	2	NA
6	3	31	2012	2	NA
7	3	31	2012	2	NA
8	3	31	2012	2	NA
9	3	31	2012	2	NA
10	3	31	2012	2	NA
11	3	31	2012	2	NA
12	3	31	2012	2	NA
13	3	31	2012	2	NA
14	3	31	2012	2	NA
15	3	31	2012	2	NA
16	3	31	2012	2	NA
17	3	31	2012	2	NA
18	3	31	2012	2	NA
19	3	31	2012	2	NA
20	3	31	2012	2	NA
21	3	31	2012	2	NA
22	3	31	2012	2	NA
23	3	31	2012	2	NA
24	3	31	2012	2	NA
25	3	31	2012	2	NA
26	3	31	2012	2	NA
27	3	31	2012	2	NA
28	3	31	2012	2	NA
29	3	31	2012	2	NA
30	3	31	2012	2	NA
31	3	31	2012	2	NA
32	3	31	2012	2	NA
33	3	31	2012	2	NA
34	3	31	2012	2	NA
35	3	31	2012	2	NA
36	3	31	2012	2	NA
37	3	31	2012	2	NA
38	3	31	2012	2	NA
39	3	31	2012	2	NA
40	3	31	2012	2	NA
41	3	31	2012	2	NA
42	3	31	2012	2	NA
43	3	31	2012	2	NA
44	3	31	2012	2	NA
45	3	31	2012	2	NA
46	3	31	2012	2	NA
47	3	31	2012	2	NA
48	3	31	2012	2	NA
49	3	31	2012	2	NA
50	3	31	2012	2	NA
51	3	31	2012	2	NA
52	3	31	2012	2	NA
53	3	31	2012	2	NA
54	3	31	2012	2	NA
55	3	31	2012	2	NA
56	3	31	2012	2	NA
57	3	31	2012	2	NA
58	3	31	2012	2	NA
59	3	31	2012	2	NA
60	3	31	2012	2	NA
61	3	31	2012	2	NA
62	3	31	2012	2	NA
63	3	31	2012	2	NA
64	3	31	2012	2	NA
65	3	31	2012	2	NA
66	3	31	2012	2	NA
67	3	31	2012	2	NA
68	3	31	2012	2	NA
69	3	31	2012	2	NA
70	3	31	2012	2	NA
71	3	31	2012	2	NA
72	3	31	2012	2	NA
73	3	31	2012	2	NA
74	3	31	2012	2	NA
75	3	31	2012	2	NA
76	3	31	2012	2	NA
77	3	31	2012	2	NA
78	3	31	2012	2	NA
79	3	31	2012	2	NA
80	3	31	2012	2	NA
81	3	31	2012	2	NA
82	3	31	2012	2	NA
83	3	31	2012	2	NA
84	3	31	2012	2	NA
85	3	31	2012	2	NA
86	3	31	2012	2	NA
87	3	31	2012	2	NA
88	3	31	2012	2	NA
89	3	31	2012	2	NA
90	3	31	2012	2	NA
91	3	31	2012	2	NA
92	3	31	2012	2	NA
93	3	31	2012	2	NA
94	3	31	2012	2	NA
95	3	31	2012	2	NA
96	3	31	2012	2	NA
1	4	1	2012	2	29.979
2	4	1	2012	2	29.929
3	4	1	2012	2	29.878
4	4	1	2012	2	29.865
5	4	1	2012	2	29.815
6	4	1	2012	2	29.828
7	4	1	2012	2	29.803
8	4	1	2012	2	29.765
9	4	1	2012	2	29.803
10	4	1	2012	2	29.79
11	4	1	2012	2	29.753
12	4	1	2012	2	29.74
13	4	1	2012	2	29.753
14	4	1	2012	2	29.765
15	4	1	2012	2	29.753
16	4	1	2012	2	29.728
17	4	1	2012	2	29.74
18	4	1	2012	2	29.74
19	4	1	2012	2	29.728
20	4	1	2012	2	29.74
21	4	1	2012	2	29.715
22	4	1	2012	2	29.715
23	4	1	2012	2	29.678
24	4	1	2012	2	29.678
25	4	1	2012	2	29.665
26	4	1	2012	2	29.64
27	4	1	2012	2	29.653
28	4	1	2012	2	29.64
29	4	1	2012	2	29.64
30	4	1	2012	2	29.615
31	4	1	2012	2	29.59
32	4	1	2012	2	29.59
33	4	1	2012	2	29.603
34	4	1	2012	2	29.603
35	4	1	2012	2	29.603
36	4	1	2012	2	29.603
37	4	1	2012	2	29.615
38	4	1	2012	2	29.603
39	4	1	2012	2	29.628
40	4	1	2012	2	29.615
41	4	1	2012	2	29.628
42	4	1	2012	2	29.628
43	4	1	2012	2	29.64
44	4	1	2012	2	29.615
45	4	1	2012	2	29.603
46	4	1	2012	2	29.615
47	4	1	2012	2	29.615
48	4	1	2012	2	29.578
49	4	1	2012	2	29.578
50	4	1	2012	2	29.553
51	4	1	2012	2	29.553
52	4	1	2012	2	29.578
53	4	1	2012	2	29.578
54	4	1	2012	2	29.553
55	4	1	2012	2	29.59
56	4	1	2012	2	29.653
57	4	1	2012	2	29.678
58	4	1	2012	2	29.715
59	4	1	2012	2	29.728
60	4	1	2012	2	29.765
61	4	1	2012	2	29.753
62	4	1	2012	2	29.79
63	4	1	2012	2	29.853
64	4	1	2012	2	29.853
65	4	1	2012	2	29.828
66	4	1	2012	2	29.815
67	4	1	2012	2	29.74
68	4	1	2012	2	29.703
69	4	1	2012	2	29.69
70	4	1	2012	2	29.64
71	4	1	2012	2	29.615
72	4	1	2012	2	29.615
73	4	1	2012	2	29.59
74	4	1	2012	2	29.578
75	4	1	2012	2	29.565
76	4	1	2012	2	29.577
77	4	1	2012	2	29.565
78	4	1	2012	2	29.603
79	4	1	2012	2	29.603
80	4	1	2012	2	29.59
81	4	1	2012	2	29.603
82	4	1	2012	2	29.59
83	4	1	2012	2	29.603
84	4	1	2012	2	29.603
85	4	1	2012	2	29.615
86	4	1	2012	2	29.628
87	4	1	2012	2	29.615
88	4	1	2012	2	29.615
89	4	1	2012	2	29.59
90	4	1	2012	2	29.59
91	4	1	2012	2	29.59
92	4	1	2012	2	29.59
93	4	1	2012	2	29.552
94	4	1	2012	2	29.427
95	4	1	2012	2	29.502
96	4	1	2012	2	29.565
1	4	2	2012	2	29.552
2	4	2	2012	2	29.54
3	4	2	2012	2	29.54
4	4	2	2012	2	29.515
5	4	2	2012	2	29.515
6	4	2	2012	2	29.527
7	4	2	2012	2	29.49
8	4	2	2012	2	29.477
9	4	2	2012	2	29.464
10	4	2	2012	2	29.452
11	4	2	2012	2	29.464
12	4	2	2012	2	29.464
13	4	2	2012	2	29.477
14	4	2	2012	2	29.464
15	4	2	2012	2	29.452
16	4	2	2012	2	29.427
17	4	2	2012	2	29.414
18	4	2	2012	2	29.402
19	4	2	2012	2	29.402
20	4	2	2012	2	29.414
21	4	2	2012	2	29.414
22	4	2	2012	2	29.402
23	4	2	2012	2	29.389
24	4	2	2012	2	29.389
25	4	2	2012	2	29.389
26	4	2	2012	2	29.389
27	4	2	2012	2	29.402
28	4	2	2012	2	29.389
29	4	2	2012	2	29.389
30	4	2	2012	2	29.402
31	4	2	2012	2	29.402
32	4	2	2012	2	29.402
33	4	2	2012	2	29.414
34	4	2	2012	2	29.414
35	4	2	2012	2	29.414
36	4	2	2012	2	29.414
37	4	2	2012	2	29.389
38	4	2	2012	2	29.34
39	4	2	2012	2	29.34
40	4	2	2012	2	29.365
41	4	2	2012	2	29.377
42	4	2	2012	2	29.402
43	4	2	2012	2	29.402
44	4	2	2012	2	29.414
45	4	2	2012	2	29.439
46	4	2	2012	2	29.452
47	4	2	2012	2	29.452
48	4	2	2012	2	29.452
49	4	2	2012	2	29.465
50	4	2	2012	2	29.464
51	4	2	2012	2	29.464
52	4	2	2012	2	29.477
53	4	2	2012	2	29.477
54	4	2	2012	2	29.503
55	4	2	2012	2	29.515
56	4	2	2012	2	29.54
57	4	2	2012	2	29.578
58	4	2	2012	2	29.615
59	4	2	2012	2	29.59
60	4	2	2012	2	29.628
61	4	2	2012	2	29.615
62	4	2	2012	2	29.565
63	4	2	2012	2	29.553
64	4	2	2012	2	29.628
65	4	2	2012	2	29.665
66	4	2	2012	2	29.69
67	4	2	2012	2	29.628
68	4	2	2012	2	29.628
69	4	2	2012	2	29.578
70	4	2	2012	2	29.565
71	4	2	2012	2	29.528
72	4	2	2012	2	29.528
73	4	2	2012	2	29.54
74	4	2	2012	2	29.54
75	4	2	2012	2	29.565
76	4	2	2012	2	29.59
77	4	2	2012	2	29.603
78	4	2	2012	2	29.59
79	4	2	2012	2	29.628
80	4	2	2012	2	29.64
81	4	2	2012	2	29.59
82	4	2	2012	2	29.59
83	4	2	2012	2	29.578
84	4	2	2012	2	29.553
85	4	2	2012	2	29.527
86	4	2	2012	2	29.54
87	4	2	2012	2	29.578
88	4	2	2012	2	29.64
89	4	2	2012	2	29.653
90	4	2	2012	2	29.653
91	4	2	2012	2	29.64
92	4	2	2012	2	29.615
93	4	2	2012	2	29.603
94	4	2	2012	2	29.59
95	4	2	2012	2	29.578
96	4	2	2012	2	29.553
1	4	3	2012	2	29.565
2	4	3	2012	2	29.515
3	4	3	2012	2	29.515
4	4	3	2012	2	29.528
5	4	3	2012	2	29.578
6	4	3	2012	2	29.59
7	4	3	2012	2	29.565
8	4	3	2012	2	29.553
9	4	3	2012	2	29.565
10	4	3	2012	2	29.553
11	4	3	2012	2	29.54
12	4	3	2012	2	29.528
13	4	3	2012	2	29.515
14	4	3	2012	2	29.503
15	4	3	2012	2	29.477
16	4	3	2012	2	29.477
17	4	3	2012	2	29.465
18	4	3	2012	2	29.464
19	4	3	2012	2	29.464
20	4	3	2012	2	29.452
21	4	3	2012	2	29.464
22	4	3	2012	2	29.452
23	4	3	2012	2	29.452
24	4	3	2012	2	29.439
25	4	3	2012	2	29.427
26	4	3	2012	2	29.427
27	4	3	2012	2	29.427
28	4	3	2012	2	29.39
29	4	3	2012	2	29.402
30	4	3	2012	2	29.39
31	4	3	2012	2	29.39
32	4	3	2012	2	29.39
33	4	3	2012	2	29.39
34	4	3	2012	2	29.39
35	4	3	2012	2	29.39
36	4	3	2012	2	29.377
37	4	3	2012	2	29.352
38	4	3	2012	2	29.365
39	4	3	2012	2	29.402
40	4	3	2012	2	29.414
41	4	3	2012	2	29.414
42	4	3	2012	2	29.402
43	4	3	2012	2	29.427
44	4	3	2012	2	29.439
45	4	3	2012	2	29.452
46	4	3	2012	2	29.452
47	4	3	2012	2	29.452
48	4	3	2012	2	29.477
49	4	3	2012	2	29.49
50	4	3	2012	2	29.49
51	4	3	2012	2	29.49
52	4	3	2012	2	29.465
53	4	3	2012	2	29.477
54	4	3	2012	2	29.477
55	4	3	2012	2	29.502
56	4	3	2012	2	29.553
57	4	3	2012	2	29.578
58	4	3	2012	2	29.515
59	4	3	2012	2	29.59
60	4	3	2012	2	29.603
61	4	3	2012	2	29.615
62	4	3	2012	2	29.628
63	4	3	2012	2	29.603
64	4	3	2012	2	29.565
65	4	3	2012	2	29.628
66	4	3	2012	2	29.603
67	4	3	2012	2	29.603
68	4	3	2012	2	29.578
69	4	3	2012	2	29.553
70	4	3	2012	2	29.528
71	4	3	2012	2	29.528
72	4	3	2012	2	29.528
73	4	3	2012	2	29.528
74	4	3	2012	2	29.603
75	4	3	2012	2	29.615
76	4	3	2012	2	29.603
77	4	3	2012	2	29.59
78	4	3	2012	2	29.603
79	4	3	2012	2	29.603
80	4	3	2012	2	29.59
81	4	3	2012	2	29.565
82	4	3	2012	2	29.578
83	4	3	2012	2	29.578
84	4	3	2012	2	29.578
85	4	3	2012	2	29.578
86	4	3	2012	2	29.553
87	4	3	2012	2	29.553
88	4	3	2012	2	29.565
89	4	3	2012	2	29.515
90	4	3	2012	2	29.49
91	4	3	2012	2	29.49
92	4	3	2012	2	29.49
93	4	3	2012	2	29.477
94	4	3	2012	2	29.464
95	4	3	2012	2	29.49
96	4	3	2012	2	29.502
1	4	4	2012	2	29.515
2	4	4	2012	2	29.54
3	4	4	2012	2	29.54
4	4	4	2012	2	29.54
5	4	4	2012	2	29.553
6	4	4	2012	2	29.528
7	4	4	2012	2	29.528
8	4	4	2012	2	29.528
9	4	4	2012	2	29.528
10	4	4	2012	2	29.515
11	4	4	2012	2	29.515
12	4	4	2012	2	29.515
13	4	4	2012	2	29.49
14	4	4	2012	2	29.452
15	4	4	2012	2	29.439
16	4	4	2012	2	29.427
17	4	4	2012	2	29.427
18	4	4	2012	2	29.427
19	4	4	2012	2	29.427
20	4	4	2012	2	29.427
21	4	4	2012	2	29.427
22	4	4	2012	2	29.427
23	4	4	2012	2	29.427
24	4	4	2012	2	29.427
25	4	4	2012	2	29.427
26	4	4	2012	2	29.427
27	4	4	2012	2	29.427
28	4	4	2012	2	29.427
29	4	4	2012	2	29.427
30	4	4	2012	2	29.427
31	4	4	2012	2	29.414
32	4	4	2012	2	29.414
33	4	4	2012	2	29.414
34	4	4	2012	2	29.414
35	4	4	2012	2	29.402
36	4	4	2012	2	29.39
37	4	4	2012	2	29.39
38	4	4	2012	2	29.389
39	4	4	2012	2	29.389
40	4	4	2012	2	29.389
41	4	4	2012	2	29.377
42	4	4	2012	2	29.377
43	4	4	2012	2	29.414
44	4	4	2012	2	29.427
45	4	4	2012	2	29.452
46	4	4	2012	2	29.477
47	4	4	2012	2	29.502
48	4	4	2012	2	29.515
49	4	4	2012	2	29.515
50	4	4	2012	2	29.503
51	4	4	2012	2	29.503
52	4	4	2012	2	29.503
53	4	4	2012	2	29.553
54	4	4	2012	2	29.565
55	4	4	2012	2	29.665
56	4	4	2012	2	29.79
57	4	4	2012	2	29.866
58	4	4	2012	2	29.891
59	4	4	2012	2	29.954
60	4	4	2012	2	29.941
61	4	4	2012	2	29.979
62	4	4	2012	2	29.966
63	4	4	2012	2	29.941
64	4	4	2012	2	29.916
65	4	4	2012	2	29.916
66	4	4	2012	2	29.891
67	4	4	2012	2	29.853
68	4	4	2012	2	29.84
69	4	4	2012	2	29.803
70	4	4	2012	2	29.79
71	4	4	2012	2	29.778
72	4	4	2012	2	29.753
73	4	4	2012	2	29.728
74	4	4	2012	2	29.728
75	4	4	2012	2	29.728
76	4	4	2012	2	29.715
77	4	4	2012	2	29.703
78	4	4	2012	2	29.715
79	4	4	2012	2	29.715
80	4	4	2012	2	29.69
81	4	4	2012	2	29.678
82	4	4	2012	2	29.678
83	4	4	2012	2	29.678
84	4	4	2012	2	29.678
85	4	4	2012	2	29.665
86	4	4	2012	2	29.665
87	4	4	2012	2	29.665
88	4	4	2012	2	29.665
89	4	4	2012	2	29.653
90	4	4	2012	2	29.64
91	4	4	2012	2	29.628
92	4	4	2012	2	29.59
93	4	4	2012	2	29.578
94	4	4	2012	2	29.565
95	4	4	2012	2	29.565
96	4	4	2012	2	29.553
1	4	5	2012	2	29.565
2	4	5	2012	2	29.565
3	4	5	2012	2	29.578
4	4	5	2012	2	29.565
5	4	5	2012	2	29.565
6	4	5	2012	2	29.565
7	4	5	2012	2	29.59
8	4	5	2012	2	29.59
9	4	5	2012	2	29.59
10	4	5	2012	2	29.565
11	4	5	2012	2	29.54
12	4	5	2012	2	29.54
13	4	5	2012	2	29.553
14	4	5	2012	2	29.553
15	4	5	2012	2	29.553
16	4	5	2012	2	29.553
17	4	5	2012	2	29.553
18	4	5	2012	2	29.54
19	4	5	2012	2	29.553
20	4	5	2012	2	29.54
21	4	5	2012	2	29.54
22	4	5	2012	2	29.515
23	4	5	2012	2	29.528
24	4	5	2012	2	29.515
25	4	5	2012	2	29.515
26	4	5	2012	2	29.515
27	4	5	2012	2	29.528
28	4	5	2012	2	29.515
29	4	5	2012	2	29.515
30	4	5	2012	2	29.528
31	4	5	2012	2	29.503
32	4	5	2012	2	29.515
33	4	5	2012	2	29.515
34	4	5	2012	2	29.515
35	4	5	2012	2	29.515
36	4	5	2012	2	29.503
37	4	5	2012	2	29.49
38	4	5	2012	2	29.502
39	4	5	2012	2	29.502
40	4	5	2012	2	29.515
41	4	5	2012	2	29.54
42	4	5	2012	2	29.565
43	4	5	2012	2	29.615
44	4	5	2012	2	29.653
45	4	5	2012	2	29.64
46	4	5	2012	2	29.653
47	4	5	2012	2	29.64
48	4	5	2012	2	29.615
49	4	5	2012	2	29.59
50	4	5	2012	2	29.528
51	4	5	2012	2	29.515
52	4	5	2012	2	29.415
53	4	5	2012	2	29.427
54	4	5	2012	2	29.415
55	4	5	2012	2	29.414
56	4	5	2012	2	29.452
57	4	5	2012	2	29.54
58	4	5	2012	2	29.59
59	4	5	2012	2	29.59
60	4	5	2012	2	29.665
61	4	5	2012	2	29.59
62	4	5	2012	2	29.527
63	4	5	2012	2	29.653
64	4	5	2012	2	29.628
65	4	5	2012	2	29.553
66	4	5	2012	2	29.578
67	4	5	2012	2	29.578
68	4	5	2012	2	29.565
69	4	5	2012	2	29.565
70	4	5	2012	2	29.565
71	4	5	2012	2	29.578
72	4	5	2012	2	29.59
73	4	5	2012	2	29.615
74	4	5	2012	2	29.615
75	4	5	2012	2	29.615
76	4	5	2012	2	29.615
77	4	5	2012	2	29.615
78	4	5	2012	2	29.603
79	4	5	2012	2	29.578
80	4	5	2012	2	29.565
81	4	5	2012	2	29.578
82	4	5	2012	2	29.503
83	4	5	2012	2	29.453
84	4	5	2012	2	29.453
85	4	5	2012	2	29.49
86	4	5	2012	2	29.478
87	4	5	2012	2	29.465
88	4	5	2012	2	29.478
89	4	5	2012	2	29.465
90	4	5	2012	2	29.465
91	4	5	2012	2	29.465
92	4	5	2012	2	29.477
93	4	5	2012	2	29.515
94	4	5	2012	2	29.528
95	4	5	2012	2	29.515
96	4	5	2012	2	29.515
1	4	6	2012	2	29.515
2	4	6	2012	2	29.44
3	4	6	2012	2	29.44
4	4	6	2012	2	29.428
5	4	6	2012	2	29.428
6	4	6	2012	2	29.465
7	4	6	2012	2	29.403
8	4	6	2012	2	29.428
9	4	6	2012	2	29.515
10	4	6	2012	2	29.565
11	4	6	2012	2	29.552
12	4	6	2012	2	29.552
13	4	6	2012	2	29.565
14	4	6	2012	2	29.565
15	4	6	2012	2	29.565
16	4	6	2012	2	29.578
17	4	6	2012	2	29.565
18	4	6	2012	2	29.565
19	4	6	2012	2	29.553
20	4	6	2012	2	29.528
21	4	6	2012	2	29.528
22	4	6	2012	2	29.528
23	4	6	2012	2	29.54
24	4	6	2012	2	29.565
25	4	6	2012	2	29.565
26	4	6	2012	2	29.553
27	4	6	2012	2	29.528
28	4	6	2012	2	29.54
29	4	6	2012	2	29.528
30	4	6	2012	2	29.528
31	4	6	2012	2	29.54
32	4	6	2012	2	29.553
33	4	6	2012	2	29.54
34	4	6	2012	2	29.54
35	4	6	2012	2	29.54
36	4	6	2012	2	29.54
37	4	6	2012	2	29.528
38	4	6	2012	2	29.528
39	4	6	2012	2	29.54
40	4	6	2012	2	29.578
41	4	6	2012	2	29.578
42	4	6	2012	2	29.578
43	4	6	2012	2	29.603
44	4	6	2012	2	29.603
45	4	6	2012	2	29.628
46	4	6	2012	2	29.64
47	4	6	2012	2	29.628
48	4	6	2012	2	29.665
49	4	6	2012	2	29.603
50	4	6	2012	2	29.665
51	4	6	2012	2	29.69
52	4	6	2012	2	29.678
53	4	6	2012	2	29.69
54	4	6	2012	2	29.69
55	4	6	2012	2	29.69
56	4	6	2012	2	29.753
57	4	6	2012	2	29.803
58	4	6	2012	2	29.778
59	4	6	2012	2	29.753
60	4	6	2012	2	29.791
61	4	6	2012	2	29.928
62	4	6	2012	2	29.966
63	4	6	2012	2	29.853
64	4	6	2012	2	29.815
65	4	6	2012	2	29.79
66	4	6	2012	2	29.778
67	4	6	2012	2	29.74
68	4	6	2012	2	29.703
69	4	6	2012	2	29.678
70	4	6	2012	2	29.64
71	4	6	2012	2	29.64
72	4	6	2012	2	29.628
