Sample	Month	Day	Year	Season	Temperature
88	9	20	2011	3	NA
89	9	20	2011	3	NA
90	9	20	2011	3	NA
91	9	20	2011	3	NA
92	9	20	2011	3	NA
93	9	20	2011	3	NA
94	9	20	2011	3	NA
95	9	20	2011	3	NA
96	9	20	2011	3	NA
1	9	21	2011	4	30.647
2	9	21	2011	4	30.647
3	9	21	2011	4	30.663
4	9	21	2011	4	30.663
5	9	21	2011	4	30.613
6	9	21	2011	4	30.655
7	9	21	2011	4	30.655
8	9	21	2011	4	30.664
9	9	21	2011	4	30.655
10	9	21	2011	4	30.638
11	9	21	2011	4	30.588
12	9	21	2011	4	30.588
13	9	21	2011	4	30.621
14	9	21	2011	4	30.613
15	9	21	2011	4	30.613
16	9	21	2011	4	30.604
17	9	21	2011	4	30.63
18	9	21	2011	4	30.571
19	9	21	2011	4	30.587
20	9	21	2011	4	30.554
21	9	21	2011	4	30.588
22	9	21	2011	4	30.571
23	9	21	2011	4	30.571
24	9	21	2011	4	30.528
25	9	21	2011	4	30.554
26	9	21	2011	4	30.469
27	9	21	2011	4	30.444
28	9	21	2011	4	30.461
29	9	21	2011	4	30.461
30	9	21	2011	4	30.486
31	9	21	2011	4	30.478
32	9	21	2011	4	30.478
33	9	21	2011	4	30.478
34	9	21	2011	4	30.486
35	9	21	2011	4	30.512
36	9	21	2011	4	30.503
37	9	21	2011	4	30.528
38	9	21	2011	4	30.47
39	9	21	2011	4	30.512
40	9	21	2011	4	30.478
41	9	21	2011	4	30.478
42	9	21	2011	4	30.461
43	9	21	2011	4	30.478
44	9	21	2011	4	30.486
45	9	21	2011	4	30.52
46	9	21	2011	4	30.52
47	9	21	2011	4	30.503
48	9	21	2011	4	30.503
49	9	21	2011	4	30.503
50	9	21	2011	4	30.554
51	9	21	2011	4	30.528
52	9	21	2011	4	30.528
53	9	21	2011	4	30.528
54	9	21	2011	4	30.537
55	9	21	2011	4	30.629
56	9	21	2011	4	30.587
57	9	21	2011	4	30.587
58	9	21	2011	4	30.613
59	9	21	2011	4	30.672
60	9	21	2011	4	30.629
61	9	21	2011	4	30.621
62	9	21	2011	4	30.621
63	9	21	2011	4	30.697
64	9	21	2011	4	30.596
65	9	21	2011	4	30.529
66	9	21	2011	4	30.504
67	9	21	2011	4	30.52
68	9	21	2011	4	30.529
69	9	21	2011	4	30.554
70	9	21	2011	4	30.537
71	9	21	2011	4	30.537
72	9	21	2011	4	30.529
73	9	21	2011	4	30.537
74	9	21	2011	4	30.512
75	9	21	2011	4	30.503
76	9	21	2011	4	30.503
77	9	21	2011	4	30.528
78	9	21	2011	4	30.554
79	9	21	2011	4	30.528
80	9	21	2011	4	30.503
81	9	21	2011	4	30.419
82	9	21	2011	4	30.436
83	9	21	2011	4	30.461
84	9	21	2011	4	30.444
85	9	21	2011	4	30.444
86	9	21	2011	4	30.47
87	9	21	2011	4	30.461
88	9	21	2011	4	30.444
89	9	21	2011	4	30.436
90	9	21	2011	4	30.453
91	9	21	2011	4	30.427
92	9	21	2011	4	30.419
93	9	21	2011	4	30.453
94	9	21	2011	4	30.444
95	9	21	2011	4	30.428
96	9	21	2011	4	30.453
1	9	22	2011	4	30.356
2	9	22	2011	4	30.356
3	9	22	2011	4	30.369
4	9	22	2011	4	30.382
5	9	22	2011	4	30.407
6	9	22	2011	4	30.407
7	9	22	2011	4	30.419
8	9	22	2011	4	30.419
9	9	22	2011	4	30.432
10	9	22	2011	4	30.444
11	9	22	2011	4	30.469
12	9	22	2011	4	30.495
13	9	22	2011	4	30.52
14	9	22	2011	4	30.546
15	9	22	2011	4	30.571
16	9	22	2011	4	30.571
17	9	22	2011	4	30.583
18	9	22	2011	4	30.571
19	9	22	2011	4	30.583
20	9	22	2011	4	30.583
21	9	22	2011	4	30.583
22	9	22	2011	4	30.583
23	9	22	2011	4	30.596
24	9	22	2011	4	30.609
25	9	22	2011	4	30.609
26	9	22	2011	4	30.622
27	9	22	2011	4	30.622
28	9	22	2011	4	30.622
29	9	22	2011	4	30.622
30	9	22	2011	4	30.634
31	9	22	2011	4	30.634
32	9	22	2011	4	30.647
33	9	22	2011	4	30.647
34	9	22	2011	4	30.634
35	9	22	2011	4	30.634
36	9	22	2011	4	30.647
37	9	22	2011	4	30.647
38	9	22	2011	4	30.647
39	9	22	2011	4	30.647
40	9	22	2011	4	30.659
41	9	22	2011	4	30.659
42	9	22	2011	4	30.659
43	9	22	2011	4	30.672
44	9	22	2011	4	30.659
45	9	22	2011	4	30.672
46	9	22	2011	4	30.697
47	9	22	2011	4	30.71
48	9	22	2011	4	30.685
49	9	22	2011	4	30.685
50	9	22	2011	4	30.622
51	9	22	2011	4	30.672
52	9	22	2011	4	30.672
53	9	22	2011	4	30.672
54	9	22	2011	4	30.66
55	9	22	2011	4	30.634
56	9	22	2011	4	30.634
57	9	22	2011	4	30.609
58	9	22	2011	4	30.432
59	9	22	2011	4	30.394
60	9	22	2011	4	30.407
61	9	22	2011	4	30.268
62	9	22	2011	4	30.205
63	9	22	2011	4	30.243
64	9	22	2011	4	30.28
65	9	22	2011	4	30.218
66	9	22	2011	4	30.243
67	9	22	2011	4	30.23
68	9	22	2011	4	30.205
69	9	22	2011	4	30.255
70	9	22	2011	4	30.28
71	9	22	2011	4	30.318
72	9	22	2011	4	30.343
73	9	22	2011	4	30.382
74	9	22	2011	4	30.407
75	9	22	2011	4	30.407
76	9	22	2011	4	30.407
77	9	22	2011	4	30.432
78	9	22	2011	4	30.445
79	9	22	2011	4	30.445
80	9	22	2011	4	30.457
81	9	22	2011	4	30.457
82	9	22	2011	4	30.47
83	9	22	2011	4	30.482
84	9	22	2011	4	30.47
85	9	22	2011	4	30.432
86	9	22	2011	4	30.432
87	9	22	2011	4	30.432
88	9	22	2011	4	30.457
89	9	22	2011	4	30.457
90	9	22	2011	4	30.47
91	9	22	2011	4	30.47
92	9	22	2011	4	30.457
93	9	22	2011	4	30.457
94	9	22	2011	4	30.47
95	9	22	2011	4	30.47
96	9	22	2011	4	30.47
1	9	23	2011	4	30.444
2	9	23	2011	4	30.419
3	9	23	2011	4	30.407
4	9	23	2011	4	30.394
5	9	23	2011	4	30.356
6	9	23	2011	4	30.369
7	9	23	2011	4	30.331
8	9	23	2011	4	30.293
9	9	23	2011	4	30.281
10	9	23	2011	4	30.256
11	9	23	2011	4	30.218
12	9	23	2011	4	30.205
13	9	23	2011	4	30.218
14	9	23	2011	4	30.243
15	9	23	2011	4	30.255
16	9	23	2011	4	30.293
17	9	23	2011	4	30.306
18	9	23	2011	4	30.306
19	9	23	2011	4	30.331
20	9	23	2011	4	30.344
21	9	23	2011	4	30.356
22	9	23	2011	4	30.369
23	9	23	2011	4	30.394
24	9	23	2011	4	30.407
25	9	23	2011	4	30.407
26	9	23	2011	4	30.419
27	9	23	2011	4	30.47
28	9	23	2011	4	30.482
29	9	23	2011	4	30.52
30	9	23	2011	4	30.533
31	9	23	2011	4	30.508
32	9	23	2011	4	30.508
33	9	23	2011	4	30.533
34	9	23	2011	4	30.52
35	9	23	2011	4	30.508
36	9	23	2011	4	30.533
37	9	23	2011	4	30.558
38	9	23	2011	4	30.571
39	9	23	2011	4	30.584
40	9	23	2011	4	30.837
41	9	23	2011	4	30.9
42	9	23	2011	4	30.748
43	9	23	2011	4	30.748
44	9	23	2011	4	30.672
45	9	23	2011	4	30.697
46	9	23	2011	4	30.773
47	9	23	2011	4	30.748
48	9	23	2011	4	30.76
49	9	23	2011	4	30.735
50	9	23	2011	4	30.811
51	9	23	2011	4	30.71
52	9	23	2011	4	30.698
53	9	23	2011	4	30.698
54	9	23	2011	4	30.647
55	9	23	2011	4	30.596
56	9	23	2011	4	30.596
57	9	23	2011	4	30.596
58	9	23	2011	4	30.583
59	9	23	2011	4	30.47
60	9	23	2011	4	30.432
61	9	23	2011	4	30.382
62	9	23	2011	4	30.394
63	9	23	2011	4	30.281
64	9	23	2011	4	30.243
65	9	23	2011	4	30.256
66	9	23	2011	4	30.306
67	9	23	2011	4	30.268
68	9	23	2011	4	30.23
69	9	23	2011	4	30.281
70	9	23	2011	4	30.281
71	9	23	2011	4	30.318
72	9	23	2011	4	30.318
73	9	23	2011	4	30.331
74	9	23	2011	4	30.331
75	9	23	2011	4	30.331
76	9	23	2011	4	30.331
77	9	23	2011	4	30.344
78	9	23	2011	4	30.344
79	9	23	2011	4	30.407
80	9	23	2011	4	30.432
81	9	23	2011	4	30.407
82	9	23	2011	4	30.419
83	9	23	2011	4	30.445
84	9	23	2011	4	30.444
85	9	23	2011	4	30.432
86	9	23	2011	4	30.419
87	9	23	2011	4	30.445
88	9	23	2011	4	30.445
89	9	23	2011	4	30.432
90	9	23	2011	4	30.432
91	9	23	2011	4	30.432
92	9	23	2011	4	30.457
93	9	23	2011	4	30.445
94	9	23	2011	4	30.432
95	9	23	2011	4	30.445
96	9	23	2011	4	30.457
1	9	24	2011	4	30.445
2	9	24	2011	4	30.445
3	9	24	2011	4	30.457
4	9	24	2011	4	30.432
5	9	24	2011	4	30.445
6	9	24	2011	4	30.445
7	9	24	2011	4	30.457
8	9	24	2011	4	30.457
9	9	24	2011	4	30.457
10	9	24	2011	4	30.457
11	9	24	2011	4	30.457
12	9	24	2011	4	30.457
13	9	24	2011	4	30.457
14	9	24	2011	4	30.457
15	9	24	2011	4	30.482
16	9	24	2011	4	30.457
17	9	24	2011	4	30.457
18	9	24	2011	4	30.457
19	9	24	2011	4	30.457
20	9	24	2011	4	30.47
21	9	24	2011	4	30.47
22	9	24	2011	4	30.482
23	9	24	2011	4	30.482
24	9	24	2011	4	30.482
25	9	24	2011	4	30.495
26	9	24	2011	4	30.495
27	9	24	2011	4	30.507
28	9	24	2011	4	30.52
29	9	24	2011	4	30.533
30	9	24	2011	4	30.546
31	9	24	2011	4	30.558
32	9	24	2011	4	30.558
33	9	24	2011	4	30.546
34	9	24	2011	4	30.558
35	9	24	2011	4	30.571
36	9	24	2011	4	30.584
37	9	24	2011	4	30.596
38	9	24	2011	4	30.609
39	9	24	2011	4	30.634
40	9	24	2011	4	30.634
41	9	24	2011	4	30.634
42	9	24	2011	4	30.647
43	9	24	2011	4	30.659
44	9	24	2011	4	30.672
45	9	24	2011	4	30.697
46	9	24	2011	4	30.672
47	9	24	2011	4	30.761
48	9	24	2011	4	30.837
49	9	24	2011	4	30.849
50	9	24	2011	4	31.001
51	9	24	2011	4	30.9
52	9	24	2011	4	30.925
53	9	24	2011	4	30.811
54	9	24	2011	4	30.824
55	9	24	2011	4	30.849
56	9	24	2011	4	30.875
57	9	24	2011	4	30.837
58	9	24	2011	4	30.773
59	9	24	2011	4	30.786
60	9	24	2011	4	30.761
61	9	24	2011	4	30.748
62	9	24	2011	4	30.773
63	9	24	2011	4	30.773
64	9	24	2011	4	30.722
65	9	24	2011	4	30.723
66	9	24	2011	4	30.723
67	9	24	2011	4	30.685
68	9	24	2011	4	30.685
69	9	24	2011	4	30.684
70	9	24	2011	4	30.672
71	9	24	2011	4	30.659
72	9	24	2011	4	30.647
73	9	24	2011	4	30.659
74	9	24	2011	4	30.609
75	9	24	2011	4	30.609
76	9	24	2011	4	30.621
77	9	24	2011	4	30.621
78	9	24	2011	4	30.583
79	9	24	2011	4	30.571
80	9	24	2011	4	30.545
81	9	24	2011	4	30.558
82	9	24	2011	4	30.52
83	9	24	2011	4	30.533
84	9	24	2011	4	30.558
85	9	24	2011	4	30.546
86	9	24	2011	4	30.533
87	9	24	2011	4	30.52
88	9	24	2011	4	30.495
89	9	24	2011	4	30.495
90	9	24	2011	4	30.47
91	9	24	2011	4	30.445
92	9	24	2011	4	30.495
93	9	24	2011	4	30.508
94	9	24	2011	4	30.52
95	9	24	2011	4	30.52
96	9	24	2011	4	30.495
1	9	25	2011	4	30.533
2	9	25	2011	4	30.546
3	9	25	2011	4	30.533
4	9	25	2011	4	30.507
5	9	25	2011	4	30.508
6	9	25	2011	4	30.508
7	9	25	2011	4	30.445
8	9	25	2011	4	30.495
9	9	25	2011	4	30.482
10	9	25	2011	4	30.495
11	9	25	2011	4	30.47
12	9	25	2011	4	30.445
13	9	25	2011	4	30.457
14	9	25	2011	4	30.445
15	9	25	2011	4	30.47
16	9	25	2011	4	30.445
17	9	25	2011	4	30.42
18	9	25	2011	4	30.42
19	9	25	2011	4	30.457
20	9	25	2011	4	30.432
21	9	25	2011	4	30.457
22	9	25	2011	4	30.445
23	9	25	2011	4	30.394
24	9	25	2011	4	30.357
25	9	25	2011	4	30.407
26	9	25	2011	4	30.407
27	9	25	2011	4	30.432
28	9	25	2011	4	30.407
29	9	25	2011	4	30.269
30	9	25	2011	4	30.293
31	9	25	2011	4	30.369
32	9	25	2011	4	30.42
33	9	25	2011	4	30.395
34	9	25	2011	4	30.445
35	9	25	2011	4	30.482
36	9	25	2011	4	30.559
37	9	25	2011	4	30.583
38	9	25	2011	4	30.647
39	9	25	2011	4	30.66
40	9	25	2011	4	30.748
41	9	25	2011	4	30.798
42	9	25	2011	4	30.761
43	9	25	2011	4	30.849
44	9	25	2011	4	30.837
45	9	25	2011	4	30.811
46	9	25	2011	4	30.875
47	9	25	2011	4	30.912
48	9	25	2011	4	31.014
49	9	25	2011	4	30.989
50	9	25	2011	4	30.976
51	9	25	2011	4	31.014
52	9	25	2011	4	30.988
53	9	25	2011	4	30.9
54	9	25	2011	4	31.039
55	9	25	2011	4	30.938
56	9	25	2011	4	30.925
57	9	25	2011	4	30.938
58	9	25	2011	4	31.001
59	9	25	2011	4	30.913
60	9	25	2011	4	30.9
61	9	25	2011	4	30.862
62	9	25	2011	4	30.862
63	9	25	2011	4	30.837
64	9	25	2011	4	30.735
65	9	25	2011	4	30.748
66	9	25	2011	4	30.685
67	9	25	2011	4	30.71
68	9	25	2011	4	30.735
69	9	25	2011	4	30.735
70	9	25	2011	4	30.722
71	9	25	2011	4	30.722
72	9	25	2011	4	30.71
73	9	25	2011	4	30.71
74	9	25	2011	4	30.672
75	9	25	2011	4	30.659
76	9	25	2011	4	30.621
77	9	25	2011	4	30.659
78	9	25	2011	4	30.685
79	9	25	2011	4	30.685
80	9	25	2011	4	30.634
81	9	25	2011	4	30.634
82	9	25	2011	4	30.659
83	9	25	2011	4	30.583
84	9	25	2011	4	30.546
85	9	25	2011	4	30.583
86	9	25	2011	4	30.546
87	9	25	2011	4	30.508
88	9	25	2011	4	30.508
89	9	25	2011	4	30.571
90	9	25	2011	4	30.558
91	9	25	2011	4	30.558
92	9	25	2011	4	30.545
93	9	25	2011	4	30.558
94	9	25	2011	4	30.508
95	9	25	2011	4	30.508
96	9	25	2011	4	30.545
1	9	26	2011	4	30.52
2	9	26	2011	4	30.52
3	9	26	2011	4	30.495
4	9	26	2011	4	30.52
5	9	26	2011	4	30.533
6	9	26	2011	4	30.495
7	9	26	2011	4	30.432
8	9	26	2011	4	30.445
9	9	26	2011	4	30.432
10	9	26	2011	4	30.231
11	9	26	2011	4	30.194
12	9	26	2011	4	30.268
13	9	26	2011	4	30.356
14	9	26	2011	4	30.382
15	9	26	2011	4	30.382
16	9	26	2011	4	30.369
17	9	26	2011	4	30.356
18	9	26	2011	4	30.344
19	9	26	2011	4	30.419
20	9	26	2011	4	30.382
21	9	26	2011	4	30.419
22	9	26	2011	4	30.419
23	9	26	2011	4	30.432
24	9	26	2011	4	30.445
25	9	26	2011	4	30.42
26	9	26	2011	4	30.382
27	9	26	2011	4	30.356
28	9	26	2011	4	30.357
29	9	26	2011	4	30.357
30	9	26	2011	4	30.47
31	9	26	2011	4	30.432
32	9	26	2011	4	30.369
33	9	26	2011	4	30.445
34	9	26	2011	4	30.52
35	9	26	2011	4	30.508
36	9	26	2011	4	30.495
37	9	26	2011	4	30.458
38	9	26	2011	4	30.458
39	9	26	2011	4	30.508
40	9	26	2011	4	30.559
41	9	26	2011	4	30.609
42	9	26	2011	4	30.622
43	9	26	2011	4	30.622
44	9	26	2011	4	30.672
45	9	26	2011	4	30.773
46	9	26	2011	4	30.773
47	9	26	2011	4	30.76
48	9	26	2011	4	30.798
49	9	26	2011	4	30.875
50	9	26	2011	4	31.039
51	9	26	2011	4	31.116
52	9	26	2011	4	31.09
53	9	26	2011	4	31.027
54	9	26	2011	4	31.001
55	9	26	2011	4	30.989
56	9	26	2011	4	31.027
57	9	26	2011	4	30.963
58	9	26	2011	4	30.951
59	9	26	2011	4	30.925
60	9	26	2011	4	30.938
61	9	26	2011	4	30.938
62	9	26	2011	4	30.9
63	9	26	2011	4	30.9
64	9	26	2011	4	30.887
65	9	26	2011	4	30.875
66	9	26	2011	4	30.798
67	9	26	2011	4	30.71
68	9	26	2011	4	30.697
69	9	26	2011	4	30.659
70	9	26	2011	4	30.659
71	9	26	2011	4	30.672
72	9	26	2011	4	30.697
73	9	26	2011	4	30.723
74	9	26	2011	4	30.735
75	9	26	2011	4	30.697
76	9	26	2011	4	30.697
77	9	26	2011	4	30.672
78	9	26	2011	4	30.66
79	9	26	2011	4	30.672
80	9	26	2011	4	30.685
81	9	26	2011	4	30.66
82	9	26	2011	4	30.672
83	9	26	2011	4	30.685
84	9	26	2011	4	30.66
85	9	26	2011	4	30.685
86	9	26	2011	4	30.66
87	9	26	2011	4	30.66
88	9	26	2011	4	30.672
89	9	26	2011	4	30.672
90	9	26	2011	4	30.672
91	9	26	2011	4	30.659
92	9	26	2011	4	30.659
93	9	26	2011	4	30.647
94	9	26	2011	4	30.647
95	9	26	2011	4	30.659
96	9	26	2011	4	30.659
1	9	27	2011	4	30.634
2	9	27	2011	4	30.621
3	9	27	2011	4	30.634
4	9	27	2011	4	30.634
5	9	27	2011	4	30.621
6	9	27	2011	4	30.609
7	9	27	2011	4	30.596
8	9	27	2011	4	30.584
9	9	27	2011	4	30.558
10	9	27	2011	4	30.558
11	9	27	2011	4	30.546
12	9	27	2011	4	30.546
13	9	27	2011	4	30.521
14	9	27	2011	4	30.508
15	9	27	2011	4	30.571
16	9	27	2011	4	30.584
17	9	27	2011	4	30.621
18	9	27	2011	4	30.559
19	9	27	2011	4	30.571
20	9	27	2011	4	30.571
21	9	27	2011	4	30.571
22	9	27	2011	4	30.596
23	9	27	2011	4	30.596
24	9	27	2011	4	30.571
25	9	27	2011	4	30.23
26	9	27	2011	4	30.117
27	9	27	2011	4	30.142
28	9	27	2011	4	30.142
29	9	27	2011	4	30.155
30	9	27	2011	4	30.167
31	9	27	2011	4	30.192
32	9	27	2011	4	30.205
33	9	27	2011	4	30.255
34	9	27	2011	4	30.382
35	9	27	2011	4	30.521
36	9	27	2011	4	30.571
37	9	27	2011	4	30.685
38	9	27	2011	4	30.685
39	9	27	2011	4	30.786
40	9	27	2011	4	30.926
41	9	27	2011	4	31.014
42	9	27	2011	4	30.989
43	9	27	2011	4	31.179
44	9	27	2011	4	31.128
45	9	27	2011	4	31.205
46	9	27	2011	4	31.217
47	9	27	2011	4	31.281
48	9	27	2011	4	31.345
49	9	27	2011	4	31.37
50	9	27	2011	4	31.383
51	9	27	2011	4	31.306
52	9	27	2011	4	31.408
53	9	27	2011	4	31.319
54	9	27	2011	4	31.37
55	9	27	2011	4	31.243
56	9	27	2011	4	31.319
57	9	27	2011	4	31.268
58	9	27	2011	4	31.332
59	9	27	2011	4	31.268
60	9	27	2011	4	31.217
61	9	27	2011	4	31.23
62	9	27	2011	4	31.217
63	9	27	2011	4	31.179
64	9	27	2011	4	31.192
65	9	27	2011	4	31.167
66	9	27	2011	4	31.116
67	9	27	2011	4	31.141
68	9	27	2011	4	31.128
69	9	27	2011	4	31.052
70	9	27	2011	4	30.913
71	9	27	2011	4	30.989
72	9	27	2011	4	30.862
73	9	27	2011	4	30.837
74	9	27	2011	4	30.761
75	9	27	2011	4	30.596
76	9	27	2011	4	30.596
77	9	27	2011	4	30.596
78	9	27	2011	4	30.596
79	9	27	2011	4	30.621
80	9	27	2011	4	30.609
81	9	27	2011	4	30.609
82	9	27	2011	4	30.621
83	9	27	2011	4	30.621
84	9	27	2011	4	30.647
85	9	27	2011	4	30.659
86	9	27	2011	4	30.659
87	9	27	2011	4	30.659
88	9	27	2011	4	30.672
89	9	27	2011	4	30.672
90	9	27	2011	4	30.672
91	9	27	2011	4	30.672
92	9	27	2011	4	30.672
93	9	27	2011	4	30.672
94	9	27	2011	4	30.685
95	9	27	2011	4	30.697
96	9	27	2011	4	30.697
1	9	28	2011	4	30.697
2	9	28	2011	4	30.697
3	9	28	2011	4	30.71
4	9	28	2011	4	30.71
5	9	28	2011	4	30.723
6	9	28	2011	4	30.723
7	9	28	2011	4	30.748
8	9	28	2011	4	30.748
9	9	28	2011	4	30.761
10	9	28	2011	4	30.773
11	9	28	2011	4	30.761
12	9	28	2011	4	30.735
13	9	28	2011	4	30.685
14	9	28	2011	4	30.659
15	9	28	2011	4	30.634
16	9	28	2011	4	30.634
17	9	28	2011	4	30.659
18	9	28	2011	4	30.634
19	9	28	2011	4	30.609
20	9	28	2011	4	30.596
21	9	28	2011	4	30.571
22	9	28	2011	4	30.533
23	9	28	2011	4	30.621
24	9	28	2011	4	30.584
25	9	28	2011	4	30.356
26	9	28	2011	4	30.369
27	9	28	2011	4	30.394
28	9	28	2011	4	30.407
29	9	28	2011	4	30.419
30	9	28	2011	4	30.432
31	9	28	2011	4	30.444
32	9	28	2011	4	30.482
33	9	28	2011	4	30.545
34	9	28	2011	4	30.596
35	9	28	2011	4	30.659
36	9	28	2011	4	30.71
37	9	28	2011	4	30.748
38	9	28	2011	4	30.786
39	9	28	2011	4	30.836
40	9	28	2011	4	30.875
41	9	28	2011	4	30.862
42	9	28	2011	4	30.913
43	9	28	2011	4	30.913
44	9	28	2011	4	30.976
45	9	28	2011	4	30.925
46	9	28	2011	4	30.938
47	9	28	2011	4	31.014
48	9	28	2011	4	30.976
49	9	28	2011	4	31.014
50	9	28	2011	4	31.052
51	9	28	2011	4	31.065
52	9	28	2011	4	31.116
53	9	28	2011	4	31.141
54	9	28	2011	4	31.09
55	9	28	2011	4	31.115
56	9	28	2011	4	31.23
57	9	28	2011	4	31.141
58	9	28	2011	4	31.141
59	9	28	2011	4	31.116
60	9	28	2011	4	31.115
61	9	28	2011	4	31.09
62	9	28	2011	4	31.077
63	9	28	2011	4	31.052
64	9	28	2011	4	30.735
65	9	28	2011	4	30.697
66	9	28	2011	4	30.697
67	9	28	2011	4	30.684
68	9	28	2011	4	30.634
69	9	28	2011	4	30.622
70	9	28	2011	4	30.596
71	9	28	2011	4	30.583
72	9	28	2011	4	30.558
73	9	28	2011	4	30.558
74	9	28	2011	4	30.533
75	9	28	2011	4	30.533
76	9	28	2011	4	30.52
77	9	28	2011	4	30.533
78	9	28	2011	4	30.558
79	9	28	2011	4	30.571
